"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141125 ,2014-11-25,023393 ,IFED ,01 ,023 ,  218308,  146810,  169466,   12992,    9478,   24527,   11125,    4515,    4678,    3168,    2568,     642,  203942,  215874,   14366,    2434,  218308,  146810,  169466,   12992,    9478,   24527,   11125,    4515,    4678,    3168,    2568,     642,  203942,  215874,   14366,    2434,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3484,    6209,   10381,   -1734,   -2515,     646,    -141,   -1795,    -609,    -459,     -99,       0,    3912,    6009,    -428,   -2525,  100.0,   67.2,   77.6,    6.0,    4.3,   11.2,    5.1,    2.1,    2.1,    1.5,    1.2,    0.3,   93.4,   98.9,    6.6,    1.1,  100.0,   67.2,   77.6,    6.0,    4.3,   11.2,    5.1,    2.1,    2.1,    1.5,    1.2,    0.3,   93.4,   98.9,    6.6,    1.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     54,     25,     29,      .,      8,      7,      .,      .,      .,      .,      .,      .,     41,     43,     54,     25,     29,      .,      8,      7,      .,      .,      .,      .,      .,      .,     41,     43,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    39.5,    41.2,    58.4,    60.9,    35.0,    35.5,    48.5,    49.0,    39.5,    41.2,    58.4,    60.9,    35.0,    35.5,    48.5,    49.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141118 ,2014-11-18,023393 ,IFED ,01 ,023 ,  214824,  140601,  159085,   14726,   11993,   23881,   11266,    6310,    5287,    3627,    2667,     642,  200030,  209865,   14794,    4959,  214824,  140601,  159085,   14726,   11993,   23881,   11266,    6310,    5287,    3627,    2667,     642,  200030,  209865,   14794,    4959,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5949,    2545,    5945,    1700,    -200,     102,     994,     520,     209,     596,      28,       0,    6146,    6604,    -197,    -655,  100.0,   65.4,   74.1,    6.9,    5.6,   11.1,    5.2,    2.9,    2.5,    1.7,    1.2,    0.3,   93.1,   97.7,    6.9,    2.3,  100.0,   65.4,   74.1,    6.9,    5.6,   11.1,    5.2,    2.9,    2.5,    1.7,    1.2,    0.3,   93.1,   97.7,    6.9,    2.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     53,     24,     27,      .,      7,      7,      .,      4,      4,      .,      .,      .,     41,     42,     53,     24,     27,      .,      7,      7,      .,      4,      4,      .,      .,      .,     41,     42,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    38.9,    40.7,    57.1,    59.9,    33.5,    33.5,    46.8,    46.0,    38.9,    40.7,    57.1,    59.9,    33.5,    33.5,    46.8,    46.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141111 ,2014-11-11,023393 ,IFED ,01 ,023 ,  208875,  138056,  153140,   13026,   12193,   23779,   10272,    5790,    5078,    3031,    2639,     642,  193884,  203261,   14991,    5614,  208875,  138056,  153140,   13026,   12193,   23779,   10272,    5790,    5078,    3031,    2639,     642,  193884,  203261,   14991,    5614,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -11322,   -9109,  -10504,   -1021,    1609,   -1481,    1372,    1609,   -1156,     127,   -1193,     -31,  -11299,  -11147,     -23,    -175,  100.0,   66.1,   73.3,    6.2,    5.8,   11.4,    4.9,    2.8,    2.4,    1.5,    1.3,    0.3,   92.8,   97.3,    7.2,    2.7,  100.0,   66.1,   73.3,    6.2,    5.8,   11.4,    4.9,    2.8,    2.4,    1.5,    1.3,    0.3,   92.8,   97.3,    7.2,    2.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     24,     26,      .,      8,      7,      .,      4,      .,      .,      .,      .,     39,     40,     51,     24,     26,      .,      8,      7,      .,      4,      .,      .,      .,      .,     39,     40,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    41.7,    41.5,    60.3,    61.1,    36.0,    33.9,    47.7,    45.6,    41.7,    41.5,    60.3,    61.1,    36.0,    33.9,    47.7,    45.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141104 ,2014-11-04,023393 ,IFED ,01 ,023 ,  220197,  147165,  163644,   14047,   10584,   25260,    8900,    4181,    6234,    2904,    3832,     673,  205183,  214408,   15014,    5789,  220197,  147165,  163644,   14047,   10584,   25260,    8900,    4181,    6234,    2904,    3832,     673,  205183,  214408,   15014,    5789,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    6274,    7063,    5769,    -110,    -918,     377,     333,     -29,     289,    -245,    1505,    -183,    7524,    6810,   -1250,    -536,  100.0,   66.8,   74.3,    6.4,    4.8,   11.5,    4.0,    1.9,    2.8,    1.3,    1.7,    0.3,   93.2,   97.4,    6.8,    2.6,  100.0,   66.8,   74.3,    6.4,    4.8,   11.5,    4.0,    1.9,    2.8,    1.3,    1.7,    0.3,   93.2,   97.4,    6.8,    2.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     24,     27,      5,      5,      8,      .,      .,      .,      .,      .,      .,     40,     42,     51,     24,     27,      5,      5,      8,      .,      .,      .,      .,      .,      .,     40,     42,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    42.2,    40.8,    63.3,    59.1,    35.2,    31.1,    47.5,    43.7,    42.2,    40.8,    63.3,    59.1,    35.2,    31.1,    47.5,    43.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141028 ,2014-10-28,023393 ,IFED ,01 ,023 ,  213923,  140102,  157875,   14157,   11502,   24883,    8567,    4210,    5945,    3149,    2327,     856,  197659,  207598,   16264,    6325,  213923,  140102,  157875,   14157,   11502,   24883,    8567,    4210,    5945,    3149,    2327,     856,  197659,  207598,   16264,    6325,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5075,    5476,    7638,     719,   -1244,     322,    -240,    2166,    -755,   -1354,     309,       0,    4168,    8436,     907,   -3361,  100.0,   65.5,   73.8,    6.6,    5.4,   11.6,    4.0,    2.0,    2.8,    1.5,    1.1,    0.4,   92.4,   97.0,    7.6,    3.0,  100.0,   65.5,   73.8,    6.6,    5.4,   11.6,    4.0,    2.0,    2.8,    1.5,    1.1,    0.4,   92.4,   97.0,    7.6,    3.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     50,     24,     26,      4,      5,      7,      .,      .,      .,      .,      .,      .,     38,     40,     50,     24,     26,      4,      5,      7,      .,      .,      .,      .,      .,      .,     38,     40,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    44.2,    42.4,    65.7,    61.6,    36.8,    32.9,    49.9,    44.3,    44.2,    42.4,    65.7,    61.6,    36.8,    32.9,    49.9,    44.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141021 ,2014-10-21,023393 ,IFED ,01 ,023 ,  208848,  134626,  150237,   13438,   12746,   24561,    8807,    2044,    6700,    4503,    2018,     856,  193491,  199162,   15357,    9686,  208848,  134626,  150237,   13438,   12746,   24561,    8807,    2044,    6700,    4503,    2018,     856,  193491,  199162,   15357,    9686,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1666,     833,    1954,     367,   -2253,     134,   -2644,    -715,    1632,     -91,    -296,       0,     231,     456,    1435,    1210,  100.0,   64.5,   71.9,    6.4,    6.1,   11.8,    4.2,    1.0,    3.2,    2.2,    1.0,    0.4,   92.6,   95.4,    7.4,    4.6,  100.0,   64.5,   71.9,    6.4,    6.1,   11.8,    4.2,    1.0,    3.2,    2.2,    1.0,    0.4,   92.6,   95.4,    7.4,    4.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     44,     21,     22,      .,      7,      7,      .,      .,      .,      .,      .,      .,     35,     35,     44,     21,     22,      .,      7,      7,      .,      .,      .,      .,      .,      .,     35,     35,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    43.5,    45.4,    64.7,    64.7,    36.6,    36.3,    50.6,    47.7,    43.5,    45.4,    64.7,    64.7,    36.6,    36.3,    50.6,    47.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141014 ,2014-10-14,023393 ,IFED ,01 ,023 ,  207182,  133793,  148283,   13071,   14999,   24427,   11451,    2759,    5068,    4594,    2314,     856,  193260,  198706,   13922,    8476,  207182,  133793,  148283,   13071,   14999,   24427,   11451,    2759,    5068,    4594,    2314,     856,  193260,  198706,   13922,    8476,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4105,    6410,    2501,     -61,    -284,     184,     241,    1139,     576,    -697,     244,       0,    6653,    4360,   -2548,    -255,  100.0,   64.6,   71.6,    6.3,    7.2,   11.8,    5.5,    1.3,    2.4,    2.2,    1.1,    0.4,   93.3,   95.9,    6.7,    4.1,  100.0,   64.6,   71.6,    6.3,    7.2,   11.8,    5.5,    1.3,    2.4,    2.2,    1.1,    0.4,   93.3,   95.9,    6.7,    4.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     43,     21,     20,      .,      7,      6,      .,      .,      .,      .,      .,      .,     35,     33,     43,     21,     20,      .,      7,      6,      .,      .,      .,      .,      .,      .,     35,     33,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    43.6,    47.8,    63.5,    68.6,    37.2,    39.7,    50.3,    51.1,    43.6,    47.8,    63.5,    68.6,    37.2,    39.7,    50.3,    51.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,141007 ,2014-10-07,023393 ,IFED ,01 ,023 ,  203077,  127383,  145782,   13132,   15283,   24243,   11210,    1620,    4492,    5291,    2070,     856,  186607,  194346,   16470,    8731,  203077,  127383,  145782,   13132,   15283,   24243,   11210,    1620,    4492,    5291,    2070,     856,  186607,  194346,   16470,    8731,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -21214,  -10251,  -19392,   -2085,    2543,   -3522,   -2675,    1239,    -695,   -1144,    -431,       0,  -20372,  -20258,    -842,    -956,  100.0,   62.7,   71.8,    6.5,    7.5,   11.9,    5.5,    0.8,    2.2,    2.6,    1.0,    0.4,   91.9,   95.7,    8.1,    4.3,  100.0,   62.7,   71.8,    6.5,    7.5,   11.9,    5.5,    0.8,    2.2,    2.6,    1.0,    0.4,   91.9,   95.7,    8.1,    4.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     20,     21,      .,      7,      6,      .,      .,      .,      .,      .,      .,     33,     33,     41,     20,     21,      .,      7,      6,      .,      .,      .,      .,      .,      .,     33,     33,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    45.1,    49.3,    64.3,    70.6,    38.3,    42.7,    51.3,    53.7,    45.1,    49.3,    64.3,    70.6,    38.3,    42.7,    51.3,    53.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,140930 ,2014-09-30,023393 ,IFED ,01 ,023 ,  224291,  137634,  165174,   15217,   12740,   27765,   13885,     381,    5187,    6435,    2501,     856,  206979,  214604,   17312,    9687,  224291,  137634,  165174,   15217,   12740,   27765,   13885,     381,    5187,    6435,    2501,     856,  206979,  214604,   17312,    9687,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4127,    2635,    4353,     120,    -636,    2436,     288,     213,    -641,    -809,     283,       0,    4029,    6008,      98,   -1881,  100.0,   61.4,   73.6,    6.8,    5.7,   12.4,    6.2,    0.2,    2.3,    2.9,    1.1,    0.4,   92.3,   95.7,    7.7,    4.3,  100.0,   61.4,   73.6,    6.8,    5.7,   12.4,    6.2,    0.2,    2.3,    2.9,    1.1,    0.4,   92.3,   95.7,    7.7,    4.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     44,     22,     22,      .,      6,      7,      4,      .,      .,      .,      .,      .,     37,     35,     44,     22,     22,      .,      6,      7,      4,      .,      .,      .,      .,      .,     37,     35,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    44.4,    49.6,    62.7,    68.9,    37.4,    43.0,    49.8,    52.8,    44.4,    49.6,    62.7,    68.9,    37.4,    43.0,    49.8,    52.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,140923 ,2014-09-23,023393 ,IFED ,01 ,023 ,  220164,  134999,  160821,   15097,   13376,   25329,   13597,     168,    5828,    7244,    2218,     856,  202950,  208596,   17214,   11568,  220164,  134999,  160821,   15097,   13376,   25329,   13597,     168,    5828,    7244,    2218,     856,  202950,  208596,   17214,   11568,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4472,    7191,    2405,    -188,     774,     -53,    -271,     168,     -26,      62,     478,       0,    6715,    3746,   -2243,     726,  100.0,   61.3,   73.0,    6.9,    6.1,   11.5,    6.2,    0.1,    2.6,    3.3,    1.0,    0.4,   92.2,   94.7,    7.8,    5.3,  100.0,   61.3,   73.0,    6.9,    6.1,   11.5,    6.2,    0.1,    2.6,    3.3,    1.0,    0.4,   92.2,   94.7,    7.8,    5.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     41,     22,     21,      .,      5,      6,      4,      .,      .,      .,      .,      .,     36,     32,     41,     22,     21,      .,      5,      6,      4,      .,      .,      .,      .,      .,     36,     32,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    45.3,    51.2,    64.0,    69.7,    38.0,    44.1,    50.9,    52.5,    45.3,    51.2,    64.0,    69.7,    38.0,    44.1,    50.9,    52.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,140916 ,2014-09-16,023393 ,IFED ,01 ,023 ,  215692,  127808,  158416,   15285,   12602,   25382,   13868,       0,    5854,    7182,    1740,     856,  196235,  204850,   19457,   10842,  215692,  127808,  158416,   15285,   12602,   25382,   13868,       0,    5854,    7182,    1740,     856,  196235,  204850,   19457,   10842,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3418,    2214,    2738,       0,     534,     176,      75,    -201,    -176,      57,    -431,     214,    2560,    2854,     858,     564,  100.0,   59.3,   73.4,    7.1,    5.8,   11.8,    6.4,    0.0,    2.7,    3.3,    0.8,    0.4,   91.0,   95.0,    9.0,    5.0,  100.0,   59.3,   73.4,    7.1,    5.8,   11.8,    6.4,    0.0,    2.7,    3.3,    0.8,    0.4,   91.0,   95.0,    9.0,    5.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     21,     20,      .,      5,      5,      5,      0,      .,      .,      .,      .,     35,     30,     40,     21,     20,      .,      5,      5,      5,      0,      .,      .,      .,      .,     35,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.3,    52.0,    65.3,    70.3,    38.7,    45.7,    52.1,    54.0,    46.3,    52.0,    65.3,    70.3,    38.7,    45.7,    52.1,    54.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
"SOCAL BORDER FIN BASIS - ICE FUTURES ENERGY DIV" ,140909 ,2014-09-09,023393 ,IFED ,01 ,023 ,  212274,  125594,  155678,   15285,   12068,   25206,   13793,     201,    6030,    7125,    2171,     642,  193675,  201996,   18599,   10278,  212274,  125594,  155678,   15285,   12068,   25206,   13793,     201,    6030,    7125,    2171,     642,  193675,  201996,   18599,   10278,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -15210,   -5762,  -11877,    -166,    1765,   -3612,   -1020,    -150,   -1113,   -4193,      91,       0,  -15866,  -14896,     656,    -314,  100.0,   59.2,   73.3,    7.2,    5.7,   11.9,    6.5,    0.1,    2.8,    3.4,    1.0,    0.3,   91.2,   95.2,    8.8,    4.8,  100.0,   59.2,   73.3,    7.2,    5.7,   11.9,    6.5,    0.1,    2.8,    3.4,    1.0,    0.3,   91.2,   95.2,    8.8,    4.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     40,     21,     20,      .,      5,      5,      4,      .,      .,      .,      .,      .,     35,     30,     40,     21,     20,      .,      5,      5,      4,      .,      .,      .,      .,      .,     35,     30,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    46.8,    51.1,    65.9,    69.8,    39.3,    45.0,    52.5,    53.4,    46.8,    51.1,    65.9,    69.8,    39.3,    45.0,    52.5,    53.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(Contracts of 2,500  MMBTU'S)" ,"023393" ,"IFED" ,"023" ,"N13" ,"FutOnly"
